,label,"First 5 Principal Components of Local Phase Quantization (LPQ) features
Local Phase Quantization (LPQ) features",,,,,First 5 Principal Components of Pyramid of Histogram of Gradients (PHOG) features,,,,
NotSuitableForChildren_004319360_00000012.mat,7,-0.0059925,-0.019315,0.0068657,0.0089184,0.011961,-0.0065495,0.0075278,0.0083139,-0.00020598,0.0085274
NotSuitableForChildren_004545840_00000016.mat,7,-0.0058974,-0.0088965,-0.0011557,0.011682,0.0045473,-0.0097528,0.0068759,-0.0037521,0.0069008,0.0021594
NotSuitableForChildren_004545840_00000035.mat,7,-0.0037953,-0.0028876,-0.0063073,0.0047088,-0.0010368,0.0093191,0.002577,0.0024212,0.0078049,-0.0042945
OceansThirteen_003133720_00000043.mat,7,-0.0014697,-0.020577,-0.0073343,-0.0069306,0.00054859,0.00044104,0.004262,-0.0054239,-0.0025619,-0.0031154
OceansThirteen_004050280_00000084.mat,7,-0.0069549,-0.0040848,-0.021305,0.0078926,-0.0014479,-0.014707,-0.004275,-0.00064477,0.00066033,-0.011857
OceansThirteen_013244600_00000014.mat,7,-0.002824,0.0355,0.0057573,0.010734,-0.0022142,0.0056683,-0.0073231,-0.0017827,0.0014436,-0.0068888
OceansTwelve_002728760_00000042.mat,7,-0.003348,-0.0085007,0.0028107,-0.00023619,-0.00067045,0.0076356,0.0070117,-0.0015146,0.003653,-0.0034027
OceansTwelve_002840120_00000025.mat,7,-0.0032764,-0.018619,-0.00073095,-0.0065119,0.0060022,-0.0029669,-0.0038307,-0.0070638,0.0049036,-0.0068107
OceansTwelve_002840120_00000045.mat,7,-0.0025199,-0.0031768,-0.0003471,-0.0073054,-0.0049256,0.005103,-0.0071893,-0.0034264,0.00029549,0.0018491
OceansTwelve_003845720_00000019.mat,7,-0.00043119,-0.024152,0.0080548,0.001089,-0.0057418,-0.009695,0.0064029,-0.00085622,0.0019041,0.0070355
OneFlewOverCuckooNest_004519160_00000041.mat,7,-0.00041456,0.0010508,0.014955,-0.0085631,9.54E-06,0.010272,-0.0019041,0.00043507,-0.0017292,0.0054144
OneFlewOverCuckooNest_015337240_00000001.mat,7,-0.0012861,-0.0068064,-0.0040283,-0.0070402,0.0059544,-0.0050713,-0.004303,-0.0029631,-0.0022397,-0.0025673
PursuitofHappiness_001943720_00000032.mat,7,-0.0045143,0.014148,-0.006005,-0.00037748,0.0048253,-0.00056958,-0.0057759,-0.0037523,-0.0010884,-0.0060503
RevolutionaryRoad_001913160_00000030.mat,7,-0.0024749,-0.0060354,0.0063173,0.0020214,0.0041585,0.011052,0.0055441,0.0049661,-0.0038322,-0.00054939
RevolutionaryRoad_011809840_00000001.mat,7,-0.0033491,-5.63E-05,0.0021019,-0.0040093,0.003428,0.0074712,-0.0015658,0.0060852,-0.0053176,0.0037137
Serendipity_000510447_00000001.mat,7,-0.0014769,-0.010745,-0.0034189,-0.0011127,-0.0030766,-0.005475,0.011454,-0.00073544,0.0017273,0.0093142
SocialNetwork_003715767_00000001.mat,7,-0.0062199,0.0044033,-0.00050636,0.0041339,0.0082131,-0.0047117,-0.0086844,-0.0019953,-0.00038244,-0.0074211
SocialNetwork_014140967_00000001.mat,7,-0.0064082,-0.0082241,-0.0087394,0.0058731,0.0047683,0.00066908,-0.0042406,0.0029192,-0.0030566,-0.0079508
SomethingBorrowed_011805560_00000030.mat,7,-0.003071,-0.00088965,0.0028455,0.0059538,-0.010736,0.0052761,0.011134,0.004901,0.0032332,-0.0046514
Terminal_004946320_00000059.mat,7,-0.0018213,-0.023155,0.0023792,0.0046021,-0.0068582,-0.01728,0.0032313,-0.012975,0.0051301,0.0089657
ThereIsSomethingAboutMary_005941880_00000024.mat,7,-0.0031795,-0.011447,-0.0056208,-0.00034707,-0.0017186,0.0075034,0.0034177,0.0086261,-0.0044558,-0.0011372
ThereIsSomethingAboutMary_005941880_00000039.mat,7,-0.0050637,-0.017186,-0.019024,0.0095169,0.006312,-0.0028243,-0.0019327,-0.0064883,-0.010634,-0.0087746
ThereIsSomethingAboutMary_013959520_00000021.mat,7,-0.0034142,-0.0092669,0.015782,0.0053251,0.0058408,-0.0056811,-0.0078263,-0.0074284,-0.0014856,0.0014188
YouveGotAMail_000426174_00000017.mat,7,-0.0018546,-0.011636,-0.00011842,0.0029051,0.0010231,0.001725,0.0072688,0.0065521,0.0019356,-0.0050888
YouveGotAMail_004825734_00000001.mat,7,-0.00036269,-0.016469,0.0065545,-0.0054766,-0.001798,0.0011219,0.0027383,0.0030233,-0.0019641,-0.0016904
